,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
56188,56189,FEMALE,65,Returning,Personal,Economy,1504 miles,14 minutes,3.0 minutes,5,1,3,5,4,2,2,1,4,2,2,1,2,2,Neutral or Dissatisfied
56189,56190,male,36,returning,PERSONAL,ECONOMY,1400 miles,26 minutes,3.0 minutes,3,4,1,4,3,1,4,4,4,4,2,4,4,2,Neutral or Dissatisfied
56190,56191,FEMALE,39,returning,PERSONAL,Economy,1400 miles,1 minutes,4.0 minutes,4,3,5,3,2,4,3,3,3,3,4,3,3,4,Neutral or Dissatisfied
56191,56192,Female,48,Returning,Personal,Economy,1372 miles,0 minutes,0.0 minutes,5,1,4,4,2,3,5,1,3,5,3,2,3,3,Neutral or Dissatisfied
56192,56193,male,13,Returning,Personal,ECONOMY,1504 miles,0 minutes,0.0 minutes,3,1,1,1,5,3,5,3,5,5,1,1,5,1,Neutral or Dissatisfied
56193,56194,male,58,Returning,Personal,Economy,1400 miles,0 minutes,9.0 minutes,1,3,1,3,4,4,2,2,2,2,3,3,2,4,Neutral or Dissatisfied
56194,56195,Female,65,returning,PERSONAL,ECONOMY,1569 miles,0 minutes,16.0 minutes,5,1,4,5,1,3,4,1,4,5,3,1,3,3,Neutral or Dissatisfied
56195,56196,Female,58,returning,PERSONAL,ECONOMY,1400 miles,0 minutes,7.0 minutes,4,2,5,5,5,2,5,2,4,3,2,2,2,2,Neutral or Dissatisfied
56196,56197,male,62,Returning,Personal,Economy,1400 miles,0 minutes,0.0 minutes,3,2,2,2,3,4,3,5,3,3,4,2,3,4,Neutral or Dissatisfied
56197,56198,Male,60,Returning,Personal,ECONOMY,1400 miles,188 minutes,160.0 minutes,5,2,4,4,3,5,4,3,4,2,3,2,4,4,Neutral or Dissatisfied
56198,56199,male,63,returning,Personal,Economy,1400 miles,49 minutes,41.0 minutes,4,1,5,1,4,5,5,3,5,5,5,1,5,3,Neutral or Dissatisfied
56199,56200,Female,16,Returning,Personal,Economy,1400 miles,0 minutes,0.0 minutes,2,2,4,2,3,2,4,5,4,4,2,2,4,2,Neutral or Dissatisfied
56200,56201,Male,61,Returning,Personal,Economy,1400 miles,0 minutes,0.0 minutes,4,2,4,2,3,5,4,4,4,4,4,1,4,3,Neutral or Dissatisfied
56201,56202,male,44,returning,business,Business,1400 miles,149 minutes,108.0 minutes,5,5,4,4,5,4,4,5,4,4,5,5,4,5,Satisfied
56202,56203,Female,47,Returning,Business, Business ,1400 miles,13 minutes,46.0 minutes,2,2,4,4,2,4,4,4,4,5,4,2,4,4,Satisfied
56203,56204,Female,32,returning,Business,ECONOMY PLUS,1400 miles,43 minutes,38.0 minutes,4,4,1,4,4,1,4,4,4,4,4,4,4,4,Neutral or Dissatisfied
56204,56205,FEMALE,20,First-time,business,Economy Plus,1400 miles,6 minutes,0.0 minutes,3,2,1,2,3,2,2,1,2,2,4,2,2,4,Neutral or Dissatisfied
56205,56206,male,38,Returning,Business,Business,1400 miles,1 minutes,0.0 minutes,4,4,3,5,4,4,4,4,3,2,4,4,4,4,Satisfied
56206,56207,male,30,Returning,business,Economy Plus,1400 miles,0 minutes,0.0 minutes,5,5,3,2,5,3,1,5,1,1,3,1,1,3,Neutral or Dissatisfied
56207,56208,male,45,Returning,Business,Business,1400 miles,0 minutes,0.0 minutes,3,3,3,5,3,3,5,2,4,3,3,3,3,3,Satisfied
56208,56209,Female,52,Returning,PERSONAL,ECONOMY PLUS,1400 miles,54 minutes,50.0 minutes,1,3,3,4,4,4,3,3,1,4,4,3,4,4,Neutral or Dissatisfied
56209,56210,Male,47,Returning,Business, Business ,1372 miles,25 minutes,47.0 minutes,5,2,3,5,5,4,5,4,3,3,4,5,4,4,Satisfied
56210,56211,Male,15,First-time,business,ECONOMY,1127 miles,16 minutes,21.0 minutes,3,3,5,3,5,4,4,5,3,3,5,3,3,4,Neutral or Dissatisfied
56211,56212,male,36,Returning,Business, Business ,2080 miles,0 minutes,0.0 minutes,2,2,3,4,2,5,4,5,4,2,5,2,5,5,Satisfied
56212,56213,Female,50, First-time ,Business,Business,1585 miles,67 minutes,51.0 minutes,4,4,3,4,2,4,4,3,4,4,4,4,4,4,Satisfied
56213,56214,FEMALE,53,returning,Business,Business,1608 miles,0 minutes,0.0 minutes,2,2,3,4,2,4,5,4,5,3,4,2,4,4,Satisfied
56214,56215,FEMALE,45,Returning,Business,Business,1585 miles,26 minutes,9.0 minutes,5,5,4,5,5,2,5,2,5,3,2,5,2,2,Satisfied
56215,56216,Female,45,Returning,business, Business ,1585 miles,0 minutes,0.0 minutes,2,2,5,5,2,5,4,5,4,5,5,2,5,5,Satisfied
56216,56217,Female,56,returning,Business,Business,1608 miles,9 minutes,10.0 minutes,2,5,3,2,2,4,4,4,2,5,4,4,4,4,Neutral or Dissatisfied
56217,56218,Male,40,Returning,Business, Business ,1608 miles,4 minutes,0.0 minutes,5,5,3,4,5,5,4,5,4,3,5,5,5,5,Satisfied
56218,56219,Male,63,returning,Business,Business,1585 miles,11 minutes,11.0 minutes,1,5,5,4,1,4,5,5,4,2,4,1,4,4,Satisfied
56219,56220,male,41,returning,Business,Business,1608 miles,3 minutes,11.0 minutes,4,4,5,5,4,5,5,5,3,4,5,4,5,5,Satisfied
56220,56221,Male,18,Returning,Business,Business,1608 miles,0 minutes,0.0 minutes,4,4,4,3,4,1,3,5,3,3,4,3,3,2,Neutral or Dissatisfied
56221,56222,FEMALE,10,First-time,business,Economy,883 miles,0 minutes,0.0 minutes,4,4,1,3,3,2,1,4,1,1,3,3,1,4,Neutral or Dissatisfied
56222,56223,Female,38,Returning,Business,ECONOMY,1608 miles,138 minutes,132.0 minutes,4,2,2,2,2,5,2,3,2,2,3,2,4,3,Neutral or Dissatisfied
56223,56224,Female,18,Returning,Business,Business,1608 miles,0 minutes,0.0 minutes,1,1,5,4,1,3,4,4,4,4,5,1,4,5,Satisfied
56224,56225,Female,41,Returning,Business,Economy,1008 miles,0 minutes,0.0 minutes,4,4,3,3,4,3,3,4,3,3,4,3,3,4,Neutral or Dissatisfied
56225,56226,Male,54,returning,Personal,Economy,1585 miles,19 minutes,14.0 minutes,5,2,3,2,1,5,5,5,5,5,5,2,5,4,Neutral or Dissatisfied
56226,56227,Female,14,Returning,Personal,Economy,1608 miles,7 minutes,10.0 minutes,5,3,3,3,4,5,1,4,1,1,5,3,1,4,Neutral or Dissatisfied
56227,56228,Female,52,returning,PERSONAL,Economy,1608 miles,0 minutes,37.0 minutes,2,2,4,1,1,5,2,2,4,1,5,2,5,5,Neutral or Dissatisfied
56228,56229,Female,17,Returning,Personal,Economy,1585 miles,9 minutes,0.0 minutes,3,2,1,2,4,4,3,4,3,3,3,2,3,2,Neutral or Dissatisfied
56229,56230,Male,26,Returning,Personal,ECONOMY,1585 miles,10 minutes,0.0 minutes,1,2,1,2,1,2,1,1,4,4,2,2,4,1,Neutral or Dissatisfied
56230,56231,Male,34,returning,PERSONAL,ECONOMY,1608 miles,0 minutes,0.0 minutes,5,3,5,3,3,3,2,3,1,1,4,3,1,3,Neutral or Dissatisfied
56231,56232,Female,65,Returning,PERSONAL,Economy,1608 miles,0 minutes,0.0 minutes,5,1,4,5,1,1,4,1,4,2,1,2,1,1,Neutral or Dissatisfied
56232,56233,Female,37,returning,Personal,Economy,1608 miles,5 minutes,24.0 minutes,1,4,2,4,4,4,5,2,5,5,4,4,5,3,Neutral or Dissatisfied
56233,56234,Female,48,Returning,business, Business ,1608 miles,0 minutes,19.0 minutes,1,1,5,4,1,4,4,4,4,2,4,1,4,4,Satisfied
56234,56235,Female,52,Returning,business,Business,1585 miles,105 minutes,97.0 minutes,2,2,5,4,2,5,5,5,5,4,5,2,5,5,Satisfied
56235,56236,Female,46,Returning,Business,Business,1608 miles,0 minutes,0.0 minutes,5,5,4,4,5,5,5,5,3,5,5,5,5,5,Satisfied
56236,56237,Female,49,Returning,Business,Economy Plus,1608 miles,0 minutes,0.0 minutes,3,3,2,2,3,1,4,1,2,3,1,1,1,1,Neutral or Dissatisfied
56237,56238,Female,58,returning,Personal,Economy Plus,1608 miles,0 minutes,0.0 minutes,5,1,5,3,2,1,5,1,3,5,1,1,1,1,Neutral or Dissatisfied
56238,56239,Male,54,Returning,PERSONAL,Economy Plus,1585 miles,21 minutes,2.0 minutes,1,2,4,2,2,1,5,5,4,4,1,2,4,1,Neutral or Dissatisfied
56239,56240,FEMALE,56,Returning,Business,Business,2434 miles,3 minutes,4.0 minutes,3,3,4,4,3,4,4,5,4,4,4,3,4,5,Satisfied
56240,56241,Male,11,Returning,Business,Business,2434 miles,0 minutes,0.0 minutes,1,2,5,5,1,5,5,5,5,5,5,1,5,5,Satisfied
56241,56242,FEMALE,50,Returning,business,Business,2434 miles,2 minutes,0.0 minutes,3,3,3,4,3,4,5,5,3,3,4,3,4,4,Satisfied
56242,56243,Male,60,Returning,Business,Business,2434 miles,20 minutes,0.0 minutes,1,1,5,4,1,4,5,4,3,4,4,1,4,4,Satisfied
56243,56244,Male,53,returning,Business,Business,2434 miles,0 minutes,0.0 minutes,1,1,3,3,1,4,3,4,3,3,3,1,4,5,Satisfied
56244,56245,Male,42,returning,Business,Economy,2434 miles,0 minutes,0.0 minutes,3,4,3,3,4,5,3,4,3,3,1,3,4,4,Neutral or Dissatisfied
56245,56246,male,39,returning,Business,Business,2434 miles,107 minutes,90.0 minutes,2,2,5,5,2,2,5,5,5,5,4,2,3,5,Satisfied
56246,56247,FEMALE,42,First-time,Business,Business,1111 miles,0 minutes,0.0 minutes,5,5,2,2,2,3,2,3,2,5,4,5,3,5,Satisfied
56247,56248,Female,47,Returning,Business, Business ,1702 miles,5 minutes,18.0 minutes,5,5,3,5,5,3,4,4,5,4,3,5,3,3,Satisfied
56248,56249,Male,35,Returning,Business,Business,404 miles,0 minutes,0.0 minutes,3,3,3,5,3,5,4,5,5,4,5,3,5,5,Satisfied
56249,56250,male,47,returning,Business,Business,404 miles,0 minutes,0.0 minutes,1,1,3,4,1,2,5,2,5,4,2,1,2,2,Satisfied
56250,56251,Female,57,Returning,Business,Business,2172 miles,12 minutes,12.0 minutes,3,3,4,4,3,4,5,4,4,4,4,3,4,4,Satisfied
56251,56252,Female,54,returning,Business,Business,404 miles,77 minutes,76.0 minutes,2,2,3,4,2,4,5,4,4,4,4,2,4,4,Satisfied
56252,56253,Female,57,Returning,business,Business,2664 miles,0 minutes,0.0 minutes,1,1,4,4,1,4,4,4,4,2,4,1,4,4,Satisfied
56253,56254,male,41,Returning,Business,Business,3479 miles,0 minutes,0.0 minutes,3,3,3,5,3,5,4,5,4,2,5,3,5,5,Satisfied
56254,56255,male,71,Returning,business,Business,404 miles,11 minutes,23.0 minutes,2,2,2,3,2,3,2,2,1,5,3,3,3,3,Neutral or Dissatisfied
56255,56256,Female,48,Returning,Business,Business,3788 miles,29 minutes,28.0 minutes,4,4,1,4,4,3,3,3,2,1,3,3,3,3,Neutral or Dissatisfied
56256,56257,male,50,Returning,business,Business,3883 miles,0 minutes,39.0 minutes,3,3,3,2,3,2,3,2,4,5,2,2,2,2,Neutral or Dissatisfied
56257,56258,Female,41,returning,Business,ECONOMY,404 miles,0 minutes,0.0 minutes,4,4,1,2,4,2,2,1,2,2,2,2,2,2,Neutral or Dissatisfied
56258,56259,Male,26,First-time,Business,ECONOMY,404 miles,0 minutes,0.0 minutes,1,4,3,4,3,3,3,1,3,3,3,4,3,4,Neutral or Dissatisfied
56259,56260,Male,40, First-time ,business,Business,404 miles,0 minutes,0.0 minutes,1,1,4,1,5,4,4,2,4,4,4,1,4,4,Neutral or Dissatisfied
56260,56261,Male,40,Returning,Business,Business,2753 miles,0 minutes,0.0 minutes,1,1,3,4,1,4,4,4,4,2,4,1,4,4,Satisfied
56261,56262,Male,37,First-time,business,ECONOMY,404 miles,0 minutes,0.0 minutes,4,4,3,4,3,3,1,4,1,1,4,4,1,4,Neutral or Dissatisfied
56262,56263,Female,33,First-time,business,Economy,404 miles,0 minutes,0.0 minutes,1,4,3,4,3,4,3,5,3,3,3,4,3,4,Neutral or Dissatisfied
56263,56264,Male,20,Returning,Business,Business,404 miles,60 minutes,46.0 minutes,3,3,2,2,3,1,1,5,1,1,3,1,1,4,Neutral or Dissatisfied
56264,56265,Female,27,First-time,business,ECONOMY,404 miles,0 minutes,0.0 minutes,0,1,3,1,4,2,3,1,3,3,3,2,3,1,Neutral or Dissatisfied
56265,56266,Female,21,First-time,Business,Economy,404 miles,0 minutes,0.0 minutes,1,3,3,3,2,3,1,3,5,5,2,3,5,1,Neutral or Dissatisfied
56266,56267,male,51,Returning,Personal,ECONOMY,404 miles,0 minutes,8.0 minutes,4,4,1,4,4,1,3,2,2,2,1,1,2,2,Neutral or Dissatisfied
56267,56268,male,8,Returning,Personal,Economy,404 miles,0 minutes,3.0 minutes,5,3,1,3,3,5,2,2,2,2,5,3,2,3,Neutral or Dissatisfied
56268,56269,male,33,returning,PERSONAL,Economy,404 miles,11 minutes,4.0 minutes,5,2,5,2,1,4,3,5,3,3,5,2,3,4,Neutral or Dissatisfied
56269,56270,male,46,returning,Business,Business,1828 miles,0 minutes,0.0 minutes,2,3,3,4,3,4,5,4,4,3,4,3,4,4,Satisfied
56270,56271,Female,50,Returning,Business,Business,404 miles,0 minutes,0.0 minutes,3,3,3,5,3,4,5,4,5,3,4,3,4,4,Satisfied
56271,56272,Female,59,returning,Personal,ECONOMY PLUS,404 miles,0 minutes,0.0 minutes,1,3,3,3,3,5,4,3,3,2,5,3,5,5,Neutral or Dissatisfied
56272,56273,male,61,Returning,Personal,Economy Plus,404 miles,0 minutes,0.0 minutes,4,2,4,2,2,4,3,5,4,4,4,2,4,4,Neutral or Dissatisfied
56273,56274,Female,51,Returning,business,Business,2227 miles,0 minutes,2.0 minutes,4,4,1,2,4,2,3,2,3,3,2,2,2,2,Neutral or Dissatisfied
56274,56275,Male,32,Returning,business,Business,2227 miles,17 minutes,0.0 minutes,2,2,3,4,2,3,4,2,4,4,3,4,4,4,Neutral or Dissatisfied
56275,56276,FEMALE,33,Returning,Business, Business ,2227 miles,7 minutes,6.0 minutes,2,5,5,5,2,5,5,4,5,5,4,2,4,4,Satisfied
56276,56277,male,45,returning,Business, Business ,2227 miles,0 minutes,0.0 minutes,2,2,4,3,2,5,5,4,5,3,5,2,5,5,Satisfied
56277,56278,Female,57,Returning,Business,Business,2227 miles,0 minutes,0.0 minutes,3,3,3,4,3,5,4,5,5,5,5,3,5,5,Satisfied
56278,56279,FEMALE,64,Returning,business,ECONOMY,2227 miles,0 minutes,29.0 minutes,3,3,2,2,3,4,2,3,2,2,4,2,4,4,Neutral or Dissatisfied
56279,56280,Male,43,First-time,business,Economy,1475 miles,0 minutes,0.0 minutes,2,2,1,2,3,2,2,1,2,2,3,2,2,2,Neutral or Dissatisfied
56280,56281,Male,39,Returning,business,Business,2227 miles,11 minutes,0.0 minutes,1,2,3,4,1,5,5,5,4,5,5,1,5,5,Satisfied
56281,56282,Female,44,First-time,business,Business,2227 miles,0 minutes,25.0 minutes,4,4,1,1,3,2,1,4,1,5,3,5,5,4,Satisfied
56282,56283,Female,49,Returning,Business, Business ,2227 miles,21 minutes,16.0 minutes,3,3,3,5,3,4,4,4,5,5,4,3,4,4,Satisfied
56283,56284,Male,40,Returning,business,Business,2227 miles,15 minutes,50.0 minutes,5,5,5,4,5,4,5,4,3,4,4,5,4,4,Satisfied
56284,56285,Male,25,Returning,Business, Business ,2227 miles,0 minutes,0.0 minutes,5,5,4,3,5,2,3,5,3,3,3,3,3,2,Neutral or Dissatisfied
56285,56286,male,57,returning,business,Business,2227 miles,2 minutes,0.0 minutes,2,2,4,3,2,5,4,5,5,4,5,2,5,5,Satisfied
56286,56287,Male,22, First-time ,Business,Economy,2227 miles,0 minutes,7.0 minutes,4,4,1,4,3,4,2,2,2,2,3,4,2,1,Neutral or Dissatisfied
56287,56288,Male,56,Returning,Business, Business ,2227 miles,120 minutes,99.0 minutes,2,2,4,5,2,4,4,4,4,5,4,2,4,4,Satisfied
56288,56289,Male,63,Returning,Business,Business,2227 miles,0 minutes,0.0 minutes,4,4,2,4,4,3,3,3,3,2,3,3,3,3,Neutral or Dissatisfied
56289,56290,Male,26,Returning,business, Business ,2227 miles,17 minutes,15.0 minutes,5,5,4,2,5,1,2,5,2,2,2,2,2,1,Neutral or Dissatisfied
56290,56291,Female,28,First-time,Business,Business,2227 miles,0 minutes,0.0 minutes,1,1,4,1,2,3,2,2,2,2,5,1,2,4,Neutral or Dissatisfied
56291,56292,Male,27,First-time,business,Economy,727 miles,0 minutes,0.0 minutes,2,2,3,2,5,1,4,2,4,4,5,2,4,5,Neutral or Dissatisfied
56292,56293,Female,37,returning,Personal,ECONOMY,2227 miles,0 minutes,0.0 minutes,5,3,5,3,2,3,4,5,4,4,5,3,4,4,Neutral or Dissatisfied
56293,56294,Female,52,Returning,Personal,Economy,2227 miles,1 minutes,7.0 minutes,5,1,5,4,2,5,5,1,4,4,5,1,5,5,Neutral or Dissatisfied
56294,56295,male,67,Returning,Personal,Economy,2227 miles,0 minutes,0.0 minutes,5,2,4,2,4,4,1,5,1,1,4,2,1,5,Neutral or Dissatisfied
56295,56296,Female,19,Returning,Personal,Economy,2227 miles,7 minutes,14.0 minutes,2,1,3,2,4,4,3,4,3,1,2,1,4,4,Neutral or Dissatisfied
56296,56297,Female,22,returning,Personal,Economy,2227 miles,0 minutes,0.0 minutes,3,1,1,1,3,2,1,2,1,1,4,1,1,2,Neutral or Dissatisfied
56297,56298,Male,36,Returning,Personal,ECONOMY,2227 miles,211 minutes,238.0 minutes,5,3,5,5,1,4,5,3,5,3,3,3,5,5,Neutral or Dissatisfied
56298,56299,Female,69,Returning,Personal,Economy,2227 miles,2 minutes,0.0 minutes,5,3,3,4,3,5,4,3,3,3,5,3,5,5,Neutral or Dissatisfied
56299,56300,FEMALE,69,returning,Personal,Economy,2227 miles,21 minutes,0.0 minutes,4,3,3,3,3,2,4,3,1,1,2,3,2,2,Neutral or Dissatisfied
56300,56301,male,58,Returning,Personal,ECONOMY,2227 miles,0 minutes,0.0 minutes,5,2,4,2,1,3,3,3,3,3,4,2,3,5,Neutral or Dissatisfied
56301,56302,Female,10,Returning,PERSONAL,Economy,2227 miles,0 minutes,4.0 minutes,3,2,3,2,3,1,4,4,4,4,3,2,4,2,Neutral or Dissatisfied
56302,56303,male,41,Returning,business,Business,2227 miles,0 minutes,0.0 minutes,1,1,3,3,1,5,4,5,4,3,5,1,5,5,Satisfied
56303,56304,Male,29,Returning,Personal,Economy Plus,2227 miles,0 minutes,0.0 minutes,1,5,1,1,3,1,2,3,2,2,3,5,2,2,Satisfied
56304,56305,Female,34,Returning,PERSONAL,ECONOMY PLUS,2227 miles,3 minutes,0.0 minutes,1,3,3,3,4,1,1,5,1,1,4,3,1,4,Neutral or Dissatisfied
56305,56306,Male,40,Returning,Business,Business,1882 miles,1 minutes,0.0 minutes,3,3,4,3,3,4,5,4,3,5,4,3,4,4,Satisfied
56306,56307,Female,50,returning,business, Business ,1882 miles,0 minutes,0.0 minutes,5,5,3,2,5,2,3,2,3,4,2,2,2,2,Neutral or Dissatisfied
56307,56308,Male,29,Returning,Personal,Economy,1882 miles,0 minutes,0.0 minutes,2,1,4,1,4,3,5,4,5,5,4,1,5,3,Neutral or Dissatisfied
56308,56309,FEMALE,40,returning,Business,Business,3898 miles,0 minutes,0.0 minutes,2,2,3,5,2,4,5,4,3,2,4,2,4,4,Satisfied
56309,56310,Male,56,First-time,Business,Business,200 miles,111 minutes,115.0 minutes,5,5,3,5,4,4,5,3,5,5,5,5,5,5,Satisfied
56310,56311,Male,63,Returning,Personal,Business,200 miles,35 minutes,34.0 minutes,4,4,5,5,2,5,2,4,3,5,5,4,5,1,Neutral or Dissatisfied
56311,56312,Female,41,Returning,Personal, Business ,200 miles,0 minutes,0.0 minutes,2,1,2,4,4,4,4,1,1,1,4,1,4,4,Neutral or Dissatisfied
56312,56313,Male,56,returning,Personal,Business,200 miles,328 minutes,337.0 minutes,4,3,1,1,4,5,1,4,1,3,4,3,1,1,Neutral or Dissatisfied
56313,56314,male,17,returning,Personal,Business,200 miles,40 minutes,27.0 minutes,1,3,4,3,4,4,2,1,2,2,3,3,2,3,Neutral or Dissatisfied
56314,56315,Female,56,Returning,business,Business,3548 miles,22 minutes,6.0 minutes,2,2,4,5,2,5,4,5,5,5,5,2,5,5,Satisfied
56315,56316,Male,56,Returning,Business,Business,3090 miles,0 minutes,0.0 minutes,5,0,5,4,4,4,5,3,4,2,4,0,4,3,Satisfied
56316,56317,male,41,Returning,Business,Business,2719 miles,0 minutes,0.0 minutes,2,4,4,4,2,2,4,2,2,3,2,4,2,4,Neutral or Dissatisfied
56317,56318,Female,49,returning,Business,Business,2174 miles,11 minutes,0.0 minutes,5,0,4,4,2,5,4,5,4,3,5,0,5,5,Satisfied
56318,56319,Female,58,Returning,Business,Business,3087 miles,3 minutes,5.0 minutes,2,2,3,4,2,5,5,5,4,5,5,2,5,4,Satisfied
56319,56320,Female,35,First-time,Business,Business,200 miles,0 minutes,0.0 minutes,2,2,5,2,3,4,5,3,5,5,5,2,5,5,Neutral or Dissatisfied
56320,56321,Female,54,Returning,Business, Business ,2257 miles,0 minutes,0.0 minutes,4,0,5,4,4,5,5,5,4,2,5,0,5,5,Satisfied
56321,56322,male,39,Returning,Business,Business,3752 miles,0 minutes,0.0 minutes,4,4,5,4,4,4,4,5,3,5,4,4,4,5,Satisfied
56322,56323,Male,34,returning,Business,Business,3203 miles,8 minutes,10.0 minutes,3,3,5,4,3,4,5,4,3,2,4,3,4,4,Satisfied
56323,56324,Male,30,First-time,Business,Business,200 miles,0 minutes,0.0 minutes,3,3,3,3,4,5,2,3,2,2,5,3,2,4,Neutral or Dissatisfied
56324,56325,FEMALE,47,returning,Business,Business,3322 miles,37 minutes,49.0 minutes,5,5,4,4,5,5,5,5,3,2,5,5,5,5,Satisfied
56325,56326,male,54,returning,Business,Business,2541 miles,14 minutes,6.0 minutes,2,2,1,4,2,3,3,3,1,5,3,1,3,1,Neutral or Dissatisfied
56326,56327,Female,35,First-time,Business, Business ,200 miles,0 minutes,0.0 minutes,3,3,3,3,4,4,1,5,1,1,4,3,1,4,Neutral or Dissatisfied
56327,56328,male,41,returning,Business, Business ,2410 miles,0 minutes,0.0 minutes,4,4,5,4,4,5,4,5,3,3,5,4,5,4,Satisfied
56328,56329,Male,42,Returning,business,Business,3088 miles,0 minutes,0.0 minutes,5,0,5,5,3,5,5,5,5,4,5,0,5,5,Satisfied
56329,56330,Female,20,First-time,Business, Business ,200 miles,0 minutes,0.0 minutes,2,5,3,5,3,4,3,2,3,3,5,5,3,4,Satisfied
56330,56331,male,56,Returning,Business,Business,2907 miles,0 minutes,0.0 minutes,5,5,3,4,5,5,5,5,5,2,5,5,5,5,Satisfied
56331,56332,Female,27,First-time,Business,Economy,200 miles,0 minutes,0.0 minutes,1,3,2,3,3,4,2,5,2,2,4,3,2,3,Neutral or Dissatisfied
56332,56333,male,65,Returning,Business,Business,200 miles,42 minutes,34.0 minutes,2,2,1,3,2,2,4,2,2,2,2,1,2,1,Neutral or Dissatisfied
56333,56334,Female,51,Returning,Business,Business,3442 miles,4 minutes,0.0 minutes,2,2,4,4,2,5,5,5,5,4,5,2,5,4,Satisfied
56334,56335,Male,63,Returning,Business,Business,3129 miles,0 minutes,0.0 minutes,5,5,3,4,5,4,4,4,4,5,4,5,4,4,Satisfied
56335,56336,Female,35,First-time,Business,Business,200 miles,0 minutes,0.0 minutes,3,3,5,3,2,5,5,5,5,5,5,3,5,5,Neutral or Dissatisfied
56336,56337,Female,40,Returning,business,ECONOMY,200 miles,0 minutes,49.0 minutes,3,3,3,4,3,3,4,1,4,4,4,4,4,4,Neutral or Dissatisfied
56337,56338,male,40,Returning,Business,ECONOMY,200 miles,69 minutes,64.0 minutes,2,2,3,3,2,2,3,2,3,3,4,3,3,3,Neutral or Dissatisfied
56338,56339,FEMALE,33,returning,Business,Business,1649 miles,0 minutes,0.0 minutes,5,3,3,5,5,5,4,5,5,2,5,5,5,5,Satisfied
56339,56340,Female,64,Returning,business,Business,3513 miles,10 minutes,4.0 minutes,3,3,2,4,3,3,3,3,3,1,3,1,3,1,Neutral or Dissatisfied
56340,56341,Male,47,Returning,Business,Economy,200 miles,0 minutes,0.0 minutes,3,3,2,3,3,4,3,1,3,3,4,3,3,4,Neutral or Dissatisfied
56341,56342,Male,50,Returning,business, Business ,200 miles,0 minutes,0.0 minutes,2,2,4,2,2,1,3,1,4,1,1,3,1,3,Neutral or Dissatisfied
56342,56343,Female,59,First-time,business,Economy,200 miles,11 minutes,0.0 minutes,1,2,1,2,4,1,4,2,4,4,4,2,4,3,Neutral or Dissatisfied
56343,56344,Male,35,Returning,Business,Economy,200 miles,29 minutes,21.0 minutes,2,2,2,2,2,3,2,4,2,2,2,2,2,1,Neutral or Dissatisfied
56344,56345,Female,34,returning,Business, Business ,200 miles,0 minutes,59.0 minutes,2,2,4,3,2,3,3,3,4,5,3,2,3,2,Neutral or Dissatisfied
56345,56346,Male,60,Returning,business, Business ,1816 miles,0 minutes,0.0 minutes,3,3,4,5,3,4,4,4,3,4,4,3,4,5,Satisfied
56346,56347,Male,37,Returning,Business,Business,1645 miles,19 minutes,37.0 minutes,1,1,2,4,1,3,3,3,2,3,3,2,3,2,Neutral or Dissatisfied
56347,56348,Female,30,Returning,Business,ECONOMY,200 miles,0 minutes,0.0 minutes,5,5,4,4,5,3,4,3,4,4,3,4,4,4,Neutral or Dissatisfied
56348,56349,male,16,First-time,business,ECONOMY,200 miles,44 minutes,46.0 minutes,2,4,3,4,3,1,1,3,1,1,3,4,1,4,Neutral or Dissatisfied
56349,56350,Female,35,Returning,Business,Economy,200 miles,0 minutes,0.0 minutes,2,2,3,2,2,3,2,2,2,2,3,2,2,4,Neutral or Dissatisfied
56350,56351,Male,9,Returning,Personal,Economy,200 miles,2 minutes,10.0 minutes,4,5,4,5,4,4,2,4,2,2,5,5,2,4,Satisfied
56351,56352,Male,37,returning,PERSONAL,ECONOMY,200 miles,16 minutes,38.0 minutes,4,0,5,0,1,4,4,4,4,4,5,3,4,5,Neutral or Dissatisfied
56352,56353,Male,40,returning,Personal,Economy,200 miles,0 minutes,0.0 minutes,4,3,4,3,2,3,1,3,1,1,5,3,1,1,Neutral or Dissatisfied
56353,56354,FEMALE,34,Returning,Personal,Economy,200 miles,2 minutes,0.0 minutes,1,2,1,2,4,1,3,4,3,3,4,2,3,3,Neutral or Dissatisfied
56354,56355,Male,19,returning,Personal,Economy,200 miles,0 minutes,15.0 minutes,4,2,5,2,1,4,5,5,5,5,4,2,5,2,Neutral or Dissatisfied
56355,56356,male,34,returning,Personal,ECONOMY,200 miles,0 minutes,0.0 minutes,1,3,1,3,3,2,2,2,2,2,3,3,2,2,Neutral or Dissatisfied
56356,56357,Female,23,returning,Personal,ECONOMY,200 miles,7 minutes,0.0 minutes,5,3,5,3,2,5,2,5,2,2,4,3,2,5,Neutral or Dissatisfied
56357,56358,Male,37,returning,PERSONAL,ECONOMY,200 miles,60 minutes,59.0 minutes,4,0,1,0,4,1,4,2,4,4,5,2,4,5,Neutral or Dissatisfied
56358,56359,Female,52,Returning,PERSONAL,ECONOMY,200 miles,0 minutes,0.0 minutes,3,0,2,3,4,5,3,0,4,3,5,3,5,5,Neutral or Dissatisfied
